Title,Author,Rating,Genres
The Fire Next Time,James Baldwin,4.55,"['Nonfiction', 'Classics', 'Essays', 'Race', 'History', 'Politics', 'Memoir']"
Gandhi: An Autobiography,Mahatma Gandhi,4.11,"['Biography', 'Nonfiction', 'History', 'Autobiography', 'India', 'Philosophy', 'Memoir']"
Out,Natsuo Kirino,3.94,"['Fiction', 'Thriller', 'Japan', 'Mystery', 'Japanese Literature', 'Horror', 'Crime']"
"The Body Finder (The Body Finder, #1)",Kimberly Derting,3.94,"['Young Adult', 'Paranormal', 'Mystery', 'Fantasy', 'Romance', 'Fiction', 'Supernatural']"
Desert Solitaire,Edward Abbey,4.19,"['Nonfiction', 'Nature', 'Memoir', 'Travel', 'Environment', 'Adventure', 'Biography']"
The Dead Tell Lies,J.F. Kirwan,4.36,"['Thriller', 'Crime', 'Fiction', 'British Literature', 'Mystery']"
Unspeakable Things,Jess Lourey,3.81,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Horror', 'Historical Fiction', 'Suspense']"
"Harold and the Purple Crayon (Harold, #1)",Crockett Johnson,4.28,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Fantasy', 'Art', 'Kids']"
"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.78,"['Science Fiction', 'Horror', 'Fiction', 'Fantasy', 'Mystery', 'Audiobook', 'Dystopia']"
Underworld,Don DeLillo,3.94,"['Fiction', 'Novels', 'Literature', 'Literary Fiction', 'American', 'Classics', 'Historical Fiction']"
"Necroscope (Necroscope, #1)",Brian Lumley,4.01,"['Horror', 'Vampires', 'Fantasy', 'Fiction', 'Paranormal', 'Science Fiction', 'Urban Fantasy']"
"This Man Confessed (This Man, #3)",Jodi Ellen Malpas,4.37,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']"
"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,3.83,"['Young Adult', 'Science Fiction', 'Dystopia', 'Aliens', 'Fiction', 'Fantasy', 'Romance']"
Lost Souls,Poppy Z. Brite,3.90,"['Horror', 'Vampires', 'Fiction', 'Fantasy', 'LGBT', 'Paranormal', 'Gothic']"
All Your Perfects,Colleen Hoover,4.02,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Audiobook', 'New Adult', 'Adult']"
"Leaving Paradise (Leaving Paradise, #1)",Simone Elkeles,3.99,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Contemporary Romance', 'Young Adult Romance']"
The One and Only Ivan (The One and Only #1),Katherine Applegate,4.27,"['Middle Grade', 'Fiction', 'Animals', 'Childrens', 'Young Adult', 'Fantasy', 'Audiobook']"
"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,4.30,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic', 'Childrens']"
Sister Carrie,Theodore Dreiser,3.77,"['Classics', 'Fiction', 'Literature', 'American', 'Historical Fiction', 'Novels', 'Classic Literature']"
"When the Wind Blows (When the Wind Blows, #1)",James Patterson,3.94,"['Fiction', 'Mystery', 'Thriller', 'Fantasy', 'Science Fiction', 'Suspense', 'Mystery Thriller']"
"Mateguas Island (Mateguas Island, #1)",Linda  Watkins,3.81,"['Horror', 'Paranormal', 'Suspense', 'Gothic', 'Fantasy', 'Fiction', 'Mystery']"
Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers,Lois P. Frankel,3.68,"['Nonfiction', 'Business', 'Self Help', 'Feminism', 'Personal Development', 'Leadership', 'Psychology']"
"Perelandra (The Space Trilogy, #2)",C.S. Lewis,real,"['Science Fiction', 'Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy']"
A Northern Light,Jennifer Donnelly,3.83,"['Historical Fiction', 'Young Adult', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Teen']"
"Magic Study (Study, #2)",Maria V. Snyder,4.04,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Fiction', 'High Fantasy', 'Adventure']"
The Man Who Was Thursday: A Nightmare,G.K. Chesterton,3.83,"['Fiction', 'Classics', 'Mystery', 'Fantasy', 'Philosophy', 'Literature', 'Novels']"
"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,3.97,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Adventure']"
When Heroes Flew (When Heroes Flew #1),"H.W. ""Buzz"" Bernard",4.52,"['Historical Fiction', 'World War II', 'War', 'Military Fiction', 'Fiction', 'Realistic Fiction', 'Novels']"
"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz,3.95,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Supernatural']"
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.05,"['Nonfiction', 'Psychology', 'Science', 'Medicine', 'Neuroscience', 'Medical', 'Short Stories']"
"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,4.18,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical']"
From Hell,Alan             Moore,4.19,"['Graphic Novels', 'Comics', 'Horror', 'Fiction', 'Historical Fiction', 'Crime', 'Graphic Novels Comics']"
"The Game of Kings (The Lymond Chronicles, #1)",Dorothy Dunnett,4.14,"['Historical Fiction', 'Fiction', 'Historical', 'Scotland', 'Fantasy', 'Adventure', 'Romance']"
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,4.29,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', 'Literary Fiction', '20th Century']"
The Darkest Core (Netherdei #2),Peter Hackshaw,4.21,['Fantasy']
Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.93,"['Nonfiction', 'Biography', 'Memoir', 'Politics', 'Autobiography', 'Audiobook', 'History']"
Tell Me Your Dreams,Sidney Sheldon,3.99,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Suspense', 'Crime', 'Romance']"
"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,4.01,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']"
"The Player of Games (Culture, #2)",Iain M. Banks,4.28,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy', 'Cultural']"
Elsewhere,Gabrielle Zevin,3.91,"['Young Adult', 'Fantasy', 'Fiction', 'Romance', 'Death', 'Teen', 'Contemporary']"
"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,4.01,"['Young Adult', 'Mystery', 'Thriller', 'Horror', 'Crime', 'Fiction', 'Mystery Thriller']"
"Warcross (Warcross, #1)",Marie Lu,4.13,"['Young Adult', 'Science Fiction', 'Fantasy', 'Dystopia', 'Fiction', 'Romance', 'Audiobook']"
"Beyblade - Episodes: A Knight to Remember, a Majestic Battle... a Majestic Victory?, a Score to Settle, a Star Is Born, a Wicked Wind Blows, Art Attack, Attack of the Rock Bit Beast, Bad Seed in the Big Apple, Battle in the Sky",Source Wikia,it w,[]
"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,4.01,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
"Dream Caster (Dream Cycle, #1)",Najeev Raj Nadarajah,4.20,"['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fiction', 'Paranormal']"
Oblomov,Ivan Goncharov,4.13,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels']"
"Dark Island (Orkney Mysteries, #1)",Daniel Aubrey,4.12,"['Mystery', 'Crime', 'Mystery Thriller', 'Novels', 'Drama', 'Thriller', 'Suspense']"
"Blue Moon (Anita Blake, Vampire Hunter, #8)",Laurell K. Hamilton,4.06,"['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Horror']"
The Guns of August,Barbara W. Tuchman,4.18,"['History', 'Nonfiction', 'War', 'World War I', 'Military Fiction', 'Military History', 'Politics']"
Happy Place,Emily Henry,3.98,"['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Contemporary Romance', 'Adult', 'Chick Lit']"
"Porno (Mark Renton, #3)",Irvine Welsh,3.84,"['Fiction', 'Contemporary', 'Novels', 'Scotland', 'Crime', 'Thriller', 'Literature']"
The Octunnumi Fosbit Files Prologue,Trevor Alan Foris,4.04,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction', 'Adventure', 'New Adult', 'Adult']"
Change of Heart,Jodi Picoult,3.94,"['Fiction', 'Contemporary', 'Chick Lit', 'Drama', 'Adult Fiction', 'Adult', 'Realistic Fiction']"
The Pickwick Papers,Charles Dickens,3.85,"['Classics', 'Fiction', 'Literature', '19th Century', 'Humor', 'Victorian', 'British Literature']"
Maurice,E.M. Forster,4.08,"['Classics', 'Fiction', 'LGBT', 'Queer', 'Gay', 'Historical Fiction', 'Historical']"
V.,Thomas Pynchon,3.97,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Contemporary', 'Literary Fiction']"
Making Hearts,Jack Getze,4.25,"['Fiction', 'Contemporary', 'Drama', 'Novels', 'Romance', 'Epic', 'Family']"
"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,4.30,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Mystery']"
The Woman in Black,Susan         Hill,3.75,"['Horror', 'Fiction', 'Gothic', 'Mystery', 'Historical Fiction', 'Ghosts', 'Paranormal']"
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.11,"['Nonfiction', 'History', 'Adventure', 'Biography', 'Survival', 'Nature', 'Science']"
"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job",Sally Helgesen,4.10,"['Nonfiction', 'Business', 'Self Help', 'Leadership', 'Feminism', 'Psychology', 'Personal Development']"
The Autobiography of Benjamin Franklin,Benjamin Franklin,3.86,"['Biography', 'History', 'Nonfiction', 'Classics', 'Autobiography', 'Memoir', 'American History']"
The Hero With a Thousand Faces,Joseph Campbell,4.13,"['Nonfiction', 'Mythology', 'Philosophy', 'Psychology', 'Writing', 'History', 'Religion']"
"The Rose Society (The Young Elites, #2)",Marie Lu,4.02,"['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic']"
"Restore Me (Shatter Me, #4)",Tahereh Mafi,4.15,"['Fantasy', 'Dystopia', 'Romance', 'Young Adult', 'Science Fiction', 'Fiction', 'Audiobook']"
"Chain of Gold (The Last Hours, #1)",Cassandra Clare,4.38,"['Fantasy', 'Young Adult', 'Romance', 'Historical Fiction', 'Young Adult Fantasy', 'Paranormal', 'Urban Fantasy']"
Smart Brevity: The Power of Saying More with Less,Jim Vandehei,3.99,"['Nonfiction', 'Business', 'Writing', 'Communication', 'Self Help', 'Leadership', 'Personal Development']"
"Blood Song (Raven's Shadow, #1)",Anthony Ryan,4.42,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Audiobook', 'Magic', 'Adventure']"
"My Side of the Mountain (Mountain, #1)",Jean Craighead George,4.09,"['Fiction', 'Young Adult', 'Classics', 'Childrens', 'Adventure', 'Middle Grade', 'Survival']"
"Shadow Souls (The Vampire Diaries: The Return, #2)",L.J. Smith,3.75,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction']"
The Gift of the Magi,O. Henry,4.11,"['Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Holiday', 'Literature']"
"First Drop of Crimson (Night Huntress World, #1)",Jeaniene Frost,4.15,"['Vampires', 'Paranormal', 'Paranormal Romance', 'Romance', 'Urban Fantasy', 'Fantasy', 'Demons']"
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,4.60,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Self Help', 'Inspirational', 'Spirituality']"
"Summer Knight (The Dresden Files, #4)",Jim  Butcher,4.26,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Audiobook', 'Paranormal', 'Magic']"
"The Summer Garden (The Bronze Horseman, #3)",Paullina Simons,4.09,"['Historical Fiction', 'Romance', 'Historical Romance', 'Historical', 'Fiction', 'War', 'Russia']"
"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,4.13,"['Fiction', 'Thriller', 'Military Fiction', 'Action', 'Espionage', 'Adventure', 'Suspense']"
"The Likeness (Dublin Murder Squad, #2)",Tana French,4.06,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Ireland', 'Audiobook']"
The Civil War: A Narrative,Shelby Foote,4.53,"['History', 'Civil War', 'Nonfiction', 'American History', 'War', 'American Civil War', 'Military History']"
"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks,3.86,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook']"
"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,4.13,"['Young Adult', 'Dystopia', 'Short Stories', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance']"
"Tithe (Modern Faerie Tales, #1)",Holly Black,3.69,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fae', 'Romance', 'Fiction', 'Paranormal']"
Utopia,Thomas More,3.54,"['Classics', 'Philosophy', 'Fiction', 'Politics', 'Literature', 'Dystopia', 'School']"
"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,4.63,"['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Christian Romance']"
"Incarceron (Incarceron, #1)",Catherine Fisher,3.65,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Steampunk', 'Fiction', 'Adventure']"
Brighton Rock,Graham Greene,3.70,"['Fiction', 'Classics', 'Crime', 'Mystery', 'Thriller', 'Literature', 'British Literature']"
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.62,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Comic Strips', 'Comic Book']"
"Path of the Berserker (Path of the Berserker, #1)",Rick Scott,4.45,"['Fantasy', 'Post Apocalyptic', 'Audiobook', 'Fiction', 'Action', 'Young Adult']"
The Secret of the Blood Charm (Coven Cove Book 1),David      Clark,4.26,"['Young Adult', 'Action', 'Novels', 'Teen', 'Fiction', 'Adventure', 'Paranormal']"
"Anna Dressed in Blood (Anna, #1)",Kendare Blake,3.91,"['Young Adult', 'Horror', 'Paranormal', 'Fantasy', 'Ghosts', 'Romance', 'Supernatural']"
"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,4.08,"['Self Help', 'Nonfiction', 'Personal Development', 'Productivity', 'Psychology', 'Business', 'Audiobook']"
"Revelations (Blue Bloods, #3)",Melissa de la Cruz,3.90,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Fiction']"
Columbine,Dave Cullen,4.29,"['Nonfiction', 'True Crime', 'History', 'Crime', 'Audiobook', 'Psychology', 'Journalism']"
The Hundred Secret Senses,Amy Tan,real,"['Fiction', 'Historical Fiction', 'China', 'Asia', 'Contemporary', 'Asian Literature', 'Novels']"
Musashi,Eiji Yoshikawa,4.47,"['Fiction', 'Historical Fiction', 'Japan', 'Classics', 'Japanese Literature', 'Historical', 'Novels']"
Confess,Colleen Hoover,4.08,"['Romance', 'New Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Young Adult']"
What It is Like to Go to War,Karl Marlantes,real,"['Nonfiction', 'History', 'War', 'Military Fiction', 'Memoir', 'Biography', 'Psychology']"
"Starters (Starters, #1)",Lissa Price,3.88,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Romance', 'Post Apocalyptic']"
Into the Water,Paula Hawkins,3.59,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']"
"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,4.20,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'High Fantasy', 'Science Fiction Fantasy', 'Epic']"
Cell,Stephen        King,3.66,"['Horror', 'Fiction', 'Zombies', 'Thriller', 'Science Fiction', 'Post Apocalyptic', 'Fantasy']"
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.34,"['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History']"
"Flashback (Keeper of the Lost Cities, #7)",Shannon Messenger,4.34,"['Fantasy', 'Middle Grade', 'Young Adult', 'Fiction', 'Romance', 'Adventure', 'Magic']"
I Am Pilgrim,Terry Hayes,4.30,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']"
The Thousand Autumns of Jacob de Zoet,David Mitchell,4.02,"['Fiction', 'Historical Fiction', 'Japan', 'Historical', 'Literary Fiction', 'Asia', 'Novels']"
"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,4.48,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'High Fantasy', 'Science Fiction Fantasy', 'Epic']"
"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton,4.09,"['Romance', 'Dark', 'Thriller', 'Horror', 'Adult', 'Fiction', 'Contemporary']"
The Great and Secret Show (Book of the Art #1),Clive Barker,4.06,"['Horror', 'Fantasy', 'Fiction', 'Dark Fantasy', 'Thriller', 'Science Fiction', 'Novels']"
"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,4.03,"['Young Adult', 'Fantasy', 'Zombies', 'Paranormal', 'Romance', 'Horror', 'Retellings']"
Norse Mythology,Neil Gaiman,4.10,"['Fantasy', 'Mythology', 'Fiction', 'Audiobook', 'Short Stories', 'Historical Fiction', 'Classics']"
Mila 18,Leon Uris,4.31,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'War', 'Jewish']"
"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,3.95,"['Horror', 'Fiction', 'Science Fiction', 'Zombies', 'Dystopia', 'Post Apocalyptic', 'Fantasy']"
"Pollyanna (Pollyanna, #1)",Eleanor H. Porter,4.01,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Audiobook']"
"The 13½ Lives of Captain Bluebear (Zamonia, #1)",Walter Moers,4.30,"['Fantasy', 'Fiction', 'Humor', 'German Literature', 'Young Adult', 'Adventure', 'Childrens']"
"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,4.42,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Literature']"
Tortilla Flat,John Steinbeck,3.83,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'Novels', 'American', '20th Century']"
Anxious People,Fredrik Backman,4.18,"['Fiction', 'Contemporary', 'Audiobook', 'Mystery', 'Humor', 'Adult', 'Literary Fiction']"
"This Side of the Grave (Night Huntress, #5)",Jeaniene Frost,4.26,"['Vampires', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Adult', 'Audiobook']"
Cane River,Lalita Tademy,4.08,"['Historical Fiction', 'Fiction', 'Historical', 'African American', 'Southern', 'Book Club', 'Adult']"
"True Believer (Jeremy Marsh & Lexie Darnell, #1)",Nicholas Sparks,3.84,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']"
Arcadia,Tom Stoppard,4.14,"['Plays', 'Drama', 'Fiction', 'Classics', 'Theatre', 'Historical Fiction', 'School']"
A Castle of Doomsday,Michael G. Kramer,4.27,"['Historical Fiction', 'Fiction', 'Epic', 'Novels', 'Contemporary', 'Drama', 'Medieval']"
The Miracle of Forgiveness,Spencer W. Kimball,4.33,"['Religion', 'Lds', 'Nonfiction', 'Church', 'Spirituality', 'Self Help', 'Inspirational']"
"This Savage Song (Monsters of Verity, #1)",Victoria E. Schwab,4.03,"['Fantasy', 'Young Adult', 'Dystopia', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']"
The Tell-Tale Heart,Edgar Allan Poe,4.24,"['Classics', 'Short Stories', 'Horror', 'Fiction', 'Gothic', 'School', 'Mystery']"
Ace of Spades,Faridah Àbíké-Íyímídé,4.15,"['Young Adult', 'Mystery', 'Thriller', 'LGBT', 'Contemporary', 'Fiction', 'Mystery Thriller']"
"Blood & Spirits (The Coming Storm, #1)",Dennis Sharpe,3.58,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Supernatural', 'Ghosts', 'Fantasy', 'Horror']"
"Trickster's Choice (Daughter of the Lioness, #1)",Tamora Pierce,4.26,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Adventure', 'Romance']"
"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,4.43,"['Sports Romance', 'Sports', 'Contemporary', 'Young Adult', 'High School', 'Contemporary Romance', 'New Adult']"
The Bane Chronicles,Cassandra Clare,4.09,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Paranormal', 'Short Stories', 'Romance', 'LGBT']"
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.89,"['Self Help', 'Nonfiction', 'Philosophy', 'Spirituality', 'Personal Development', 'Psychology', 'Inspirational']"
"Angel (Maximum Ride, #7)",James Patterson,real,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Paranormal']"
"Resonance (The Fray Theory, #1)",Nelou Keramati,4.14,"['Fantasy', 'Young Adult', 'Romance', 'Urban Fantasy', 'Science Fiction', 'Paranormal', 'New Adult']"
The Oranging of America and Other Stories,Max Apple,3.58,"['Short Stories', 'Fiction', 'American', 'Literature']"
